(0.5,-1.07421934391)
(0.55,-1.11115007657)
(0.6,-1.13441795311)
(0.65,-1.14777585570)
(0.7,-1.15389927219)
(0.7,-1.15389927219)
(0.75,-1.15473714597)
(0.8,-1.15172247474)
(0.85,-1.14590970274)
(0.9,-1.13807302659)
(0.95,-1.12878123478)
(1.0,-1.11845549061)
(1.05,-1.10741283004)
(1.1,-1.09589741721)
(1.15,-1.08410186210)
(1.2,-1.07218098865)
(1.25,-1.06026057390)
(1.3,-1.04844283853)
(1.35,-1.03681028304)
(1.4,-1.02542851239)
(1.45,-1.01434877636)
(1.5,-1.00361008216)
(1.55,-0.993241295295)
(1.6,-0.983262855016)
(1.65,-0.973688315887)
(1.7,-0.964525711727)
(1.75,-0.955778472897)
(1.8,-0.947446352224)
(1.85,-0.939526094252)
(1.9,-0.932011832318)
(1.95,-0.924895608272)
(2.0,-0.918167748165)
(2.1,-0.905831080148)
(2.2,-0.894899602488)
(2.3,-0.885260006213)
(2.4,-0.876795239420)
(2.5,-0.869390174905)
(2.6,-0.862935804034)
(2.7,-0.857331180576)
(2.8,-0.852483971121)
(2.9,-0.848310470117)
(3.0,-0.844734121202)
(3.1,-0.841685412896)
(3.2,-0.839100307691)
(3.3,-0.836919991822)
(3.4,-0.835091066887)
(3.5,-0.833564715758)
(3.6,-0.832296931412)
(3.7,-0.831248906307)
(3.8,-0.830386236748)
(3.9,-0.829678682579)
(4.0,-0.829100529961)
(4.1,-0.828629915737)
(4.2,-0.828247914675)
(4.3,-0.827938697731)
(4.4,-0.827689353094)
(4.5,-0.827489036411)
(4.6,-0.827328573608)
(4.7,-0.827200431728)
(4.8,-0.827098538477)
(4.9,-0.827017922812)
(5.0,-0.826954450200)
(5.1,-0.826904719701)
(5.2,-0.826865872442)
(5.3,-0.826835680330)
(5.4,-0.826812363821)
(5.5,-0.826794544293)
(5.6,-0.826781030382)
(5.7,-0.826770779913)
(5.8,-0.826763001034)
(5.9,-0.826757125008)
(6.0,-0.826752762436)
(6.0,-0.826752762436)
(7.0,-0.826741747892)
(8.0,-0.826741398597)
(9.0,-0.826741416597)
(10.0,-0.826741414330)
(11.0,-0.826741375520)
(12.0,-0.826741366171)
(13.0,-4)
(14.0,-4)
(13.0,-0.826741366171)
(14.0,-0.826741366171)
(15.0,-0.826741366171)
(16.0,-0.826741366171)
(17.0,-0.826741366171)
(18.0,-0.826741366171)
(19.0,-0.826741366171)
(20.0,-0.826741366171)
(21.0,-0.826741366171)
(22.0,-0.826741366171)
