431g
(0.5,-1.05802481639)
(0.55,-1.09016083624)
(0.6,-1.11003089435)
(0.65,-1.12119781550)
(0.7,-1.12612315793)
(0.7,-1.12612315829)
(0.75,-1.12654503067)
(0.8,-1.12371293170)
(0.85,-1.11853709749)
(0.9,-1.11168636959)
(0.95,-1.10365470240)
(1.0,-1.09480795913)
(1.05,-1.08541767061)
(1.3,-1.03582610656)
(1.35,-1.02600343809)
(1.4,-1.01632567123)
(1.45,-1.00681757676)
(1.5,-0.997497298461)
(1.55,-0.988378083183)
(1.6,-0.979469552902)
(1.65,-0.970778621807)
(1.7,-0.962310143804)
(1.75,-0.954067361056)
(1.8,-0.946052210918)
(1.85,-0.938265536477)
(1.9,-0.930707235066)
(1.95,-0.923376369669)
(2.0,-0.916271260360)
(2.0,-0.916271260360)
(2.1,-0.902728366902)
(2.2,-0.890053331916)
(2.3,-0.878214161730)
(2.4,-0.867174533761)
(2.5,-0.856895961994)
(2.6,-0.847339505736)
(2.7,-0.838466938641)
(2.8,-0.830241398147)
(2.9,-0.822627607326)
(3.0,-0.815591795582)
(3.1,-0.809101448569)
(3.2,-0.803125001285)
(3.3,-0.797631560204)
(3.4,-0.792590707768)
(3.5,-0.787972411654)
(3.6,-0.783747036336)
(3.7,-0.779885437995)
(3.8,-0.776359115999)
(3.9,-0.773140393259)
(4.0,-0.770202601597)
(4.1,-0.767520254121)
(4.2,-0.765069192878)
(4.3,-0.762826705404)
(4.4,-0.760771607854)
(4.5,-0.758884295125)
(4.6,-0.757146760048)
(4.7,-0.755542584630)
(4.8,-0.754056906786)
(4.9,-0.752676366160)
(5.0,-0.751389032741)
(5.1,-0.750184321904)
(5.2,-0.749052899480)
(5.3,-0.747986580265)
(5.4,-0.746978223187)
(5.5,-0.746021626008)
(5.6,-0.745111422095)
(5.7,-0.744242981354)
(5.8,-0.743412316973)
(5.9,-0.742615999146)
(6.0,-0.741851076566)
(6.0,-0.715322618404)
(7.0,-0.715322618404)
(8.0,-0.715322618404)
(9.0,-0.715322618404)
(10.0,-0.715322618404)
(11.0,-0.715322618404)
(12.0,-0.715322618404)
(13.0,-0.715322618404)
(14.0,-0.715322618404)
(15.0,-0.715322618404)
% 6311G
(0.5,-1.06010223366)
(0.55,-1.09169821734)
(0.6,-1.11127760287)
(0.65,-1.12233170442)
(0.7,-1.12727489745)
(0.7,-1.12727489745)
(0.75,-1.12780518536)
(0.8,-1.12513525755)
(0.85,-1.12014250611)
(0.9,-1.11346928728)
(0.95,-1.10559108242)
(1.0,-1.09686353674)
(1.05,-1.08755535849)
(1.1,-1.07787155769)
(1.15,-1.06796995062)
(1.2,-1.05797290801)
(1.25,-1.04797573444)
(1.3,-1.03805267789)
(1.35,-1.02826129389)
(1.4,-1.01864568455)
(1.45,-1.00923897811)
(1.5,-1.00006529739)
(1.55,-0.991141379352)
(1.6,-0.982477945680)
(1.65,-0.974080882504)
(1.7,-0.965952260352)
(1.75,-0.958091210214)
(1.8,-0.950494664444)
(1.85,-0.943157969621)
(1.9,-0.936075379618)
(1.95,-0.929240440154)
(2.0,-0.922646278291)
(2.0,-0.922646278291)
(2.1,-0.910151897257)
(2.2,-0.898535372421)
(2.3,-0.887741162515)
(2.4,-0.877716077158)
(2.5,-0.868409570518)
(2.6,-0.859773777250)
(2.7,-0.851763468297)
(2.8,-0.844335971270)
(2.9,-0.837451063971)
(3.0,-0.831070850291)
(3.1,-0.825159632744)
(3.2,-0.819683795107)
(3.3,-0.814611702812)
(3.4,-0.809913621755)
(3.5,-0.805561650996)
(3.6,-0.801529662426)
(3.7,-0.797793240772)
(3.8,-0.794329619078)
(3.9,-0.791117607346)
(4.0,-0.788137514258)
(4.1,-0.785371063690)
(4.2,-0.782801308585)
(4.3,-0.780412545058)
(4.4,-0.778190229185)
(4.5,-0.776120898317)
(4.6,-0.774192097925)
(4.7,-0.772392314282)
(4.8,-0.770710912695)
(4.9,-0.769138080654)
(5.0,-0.767664775149)
(5.1,-0.766282673352)
(5.2,-0.764984126064)
(5.3,-0.763762113428)
(5.4,-0.762610202440)
(5.5,-0.761522507110)
(5.6,-0.760493648706)
(5.7,-0.759518719435)
(5.8,-0.758593247076)
(5.9,-0.757713161601)
(6.0,-0.756874763635)
(6.0,-0.756786476523)
(7.0,-0.750101607191)
(8.0,-0.745329208498)
(9.0,-0.741654480286)
(10.0,-0.738718261258)
(11.0,-0.736316066776)
(12.0,-0.734314203162)
(13.0,-0.732620286035)
(14.0,-0.731168331901)
(15.0,-0.729909953858)
